SampleID,Trial,Operator,Exposuretime(ms),Dark_Calibr,WhichIQT,Wgcolor,TP_B,TP_G,TP_R,Angular uniformity,Spatial uniformity,CU_B,CU_G,CU_R,,,,,,,Centercontrast_B,Centercontrast_G,Centercontrast_R,Meancontrast_B,Meancontrast_G,Meancontrast_R
19B302.18.22,2,AM,AE,"changealignment_Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.004055278,0.004661596,0.001825287,374.0591093,1.62650656,,,,,,,,,,17.56859459,34.84604329,4.193382657,21.47197941,29.09407723,51.45027781
19B302.18.31,2,AM,AE,"changealignment_Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002643257,0.003039497,0.001398827,168.7975659,1.918814132,,,,,,,,,,5.192584958,11.04787701,1.592008495,2.521322605,3.347181328,6.145136556
19B302.18.32,2,AM,AE,"changealignment_Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.00369399,0.004607253,0.002313005,156.3287343,1.984059282,,,,,,,,,,8.680325878,15.29876425,3.408767563,7.102313237,11.52660329,18.541306
19B302.18.11,3,AM,AE,"changealignment_Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.004676417,0.00543491,0.001942009,614.1240708,1.5447825,,,,,,,,,,15.49849143,31.20736247,4.049370358,22.32130159,20.97043545,53.35012935
19B302.18.12,3,AM,AE,"changealignment_Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003095112,0.003748511,0.001979113,217.0727011,1.585208897,,,,,,,,,,16.82729865,34.27638449,3.939078319,14.4593896,16.35933309,46.99425641
19B302.18.21,3,AM,AE,"changealignment_Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003697016,0.003858875,0.001652764,311.5107068,1.654401343,,,,,,,,,,9.879743606,20.84746856,4.60569736,11.54791405,8.813223884,16.14687258
19B302.18.22,3,AM,AE,"changealignment_Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.004062689,0.004664096,0.001812548,331.2811513,1.629882276,,,,,,,,,,17.33842905,35.05550719,4.641583762,21.87926994,28.59559532,52.37655125
19B302.18.31,3,AM,AE,"changealignment_Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002654231,0.003063325,0.001406834,270.859813,1.917490416,,,,,,,,,,5.182314668,11.03475915,1.587893214,2.510792959,3.349939596,6.153159997
19B302.18.32,3,AM,AE,"changealignment_Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.00369934,0.004620439,0.002310491,141.2247332,1.983403668,,,,,,,,,,8.690916562,15.33840268,3.37839319,7.111528917,11.74126351,18.62121107
19B167.04.11,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.00158662,0.004203797,0.005652752,346.5379194,3.879902564,,,,,,,,,,1.560853579,2.386977899,2.588772255,4.472068793,4.497464636,8.052092296
19B167.04.12,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001363494,0.004212879,0.00511174,208.3259935,2.493509136,,,,,,,,,,1.813149802,2.047256892,2.582444506,3.86170427,3.958805386,6.549338324
19B167.04.21,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001550456,0.004049696,0.003657016,118.2099806,3.416507037,,,,,,,,,,1.908310101,4.208369549,4.656259246,4.123384024,3.912002978,5.558724982
19B167.04.22,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001426801,0.003641109,0.003232951,89.8327043,2.416269356,,,,,,,,,,2.339082465,3.692404948,4.181145897,3.650336661,3.705324481,5.029506258
19B167.04.31,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001755868,0.004976097,0.005521172,196.8453769,2.51610871,,,,,,,,,,1.817357179,3.281353751,2.835593838,5.151259838,4.851303349,7.411131411
19B167.04.32,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001425043,0.003922283,0.003955098,123.4564654,2.758265967,,,,,,,,,,2.187932527,4.931431483,6.264835146,4.807970981,4.882102691,6.250208032
19B167.04.11,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001632288,0.004276041,0.005537238,331.8530218,3.852561821,,,,,,,,,,1.54102156,2.387371217,2.599850525,4.546844657,4.534134946,8.04719821
19B167.04.12,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.00138808,0.004251908,0.00503636,187.4543801,2.487323422,,,,,,,,,,1.823249411,2.044802552,2.570907856,3.896083062,3.967556267,6.577809482
19B167.04.21,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001599764,0.004118201,0.003578083,124.7521953,3.407695256,,,,,,,,,,1.867244685,4.193634064,4.607764673,4.153576509,3.936706934,5.555841576
19B167.04.22,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.00145921,0.003679576,0.003178342,115.391245,2.418002404,,,,,,,,,,2.302164341,3.672436571,4.183817428,3.677789105,3.72759264,5.060556315
19B167.04.31,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001811103,0.005049934,0.005369266,198.3413828,2.510873358,,,,,,,,,,1.899243509,3.279460947,2.824359658,5.202766932,4.903927312,7.418983137
19B167.04.32,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001464046,0.003976007,0.003882735,137.9206974,2.756119123,,,,,,,,,,2.204701802,4.962948623,6.174716092,4.861230366,4.909274691,6.271649765
19B167.04.11,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001609129,0.004242707,0.00559143,261.4799591,3.861954676,,,,,,,,,,1.606327817,2.402086504,2.632665293,4.533025182,4.527398004,8.121673488
19B167.04.12,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001372251,0.004230253,0.005055619,211.6048897,2.47916369,,,,,,,,,,1.801941339,2.034208195,2.551324017,3.885521691,3.970327332,6.504591118
19B167.04.21,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001558226,0.004056799,0.00362746,115.5365627,3.408270435,,,,,,,,,,1.95072315,4.194804078,4.67671889,4.133336153,3.923676685,5.574173292
19B167.04.22,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001446571,0.003657715,0.003198891,120.7550125,2.40286176,,,,,,,,,,2.391120921,3.664830851,4.181644536,3.658719378,3.720838608,5.05447692
19B167.04.31,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001754403,0.004969488,0.005491994,211.7345441,2.510194905,,,,,,,,,,1.921972139,3.316945504,2.841842597,5.153483647,4.859276853,7.461372539
19B167.04.32,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001446043,0.003938387,0.003914346,122.4846232,2.747735596,,,,,,,,,,2.168215557,4.907821438,6.263640068,4.822379757,4.904939263,6.263307388
19B170.12.11,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.005445594,0.005051658,0.001048144,167.3491378,1.579200393,,,,,,,,,,9.908861365,16.40253327,2.623350488,13.06350848,15.47944003,26.92086079
19B170.12.12,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002901438,0.00252307,0.000637143,84.7003625,1.695358132,,,,,,,,,,12.5208282,25.09288058,2.795017706,8.772343749,10.95073155,32.07210198
19B170.12.21,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.0031871,0.002715913,0.00066165,68.92626699,1.745212074,,,,,,,,,,9.528756165,16.45390522,3.339636169,7.762664674,9.634854927,24.51909922
19B170.12.22,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.00349239,0.003123075,0.00064411,100.9458214,1.865225494,,,,,,,,,,11.2344005,22.86318496,3.063026286,10.61433083,13.35732543,34.7347369
19B170.12.31,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.00419818,0.003792043,0.001054698,90.95373393,1.565341916,,,,,,,,,,11.59939843,21.70430995,2.268781716,10.51398819,11.63637615,33.56081894
19B170.12.32,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003619539,0.00343984,0.000735865,159.4361861,1.42007182,,,,,,,,,,12.65106447,21.15933004,2.654194122,13.0627739,16.42925976,33.3871636
19B170.12.11,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.005447992,0.00506764,0.001061221,159.564371,1.571059301,,,,,,,,,,9.934884791,16.66410523,2.579441934,13.15123931,15.7024349,27.28906687
19B170.12.12,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002938019,0.002581193,0.00065981,80.85314794,1.701763969,,,,,,,,,,12.68872727,25.39489259,2.703705602,8.738862756,11.13825463,32.51411936
19B170.12.21,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003182645,0.00270881,0.000655778,80.90071416,1.737367414,,,,,,,,,,9.589939982,16.57968835,3.540600324,7.91761791,9.709626128,24.84164626
19B170.12.22,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003507622,0.003147384,0.000649542,118.2764416,1.860380591,,,,,,,,,,11.46680966,23.23789204,3.11413611,10.87063381,13.47147283,36.0644325
19B170.12.31,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.004156556,0.003736528,0.001018158,102.7516299,1.565638424,,,,,,,,,,11.45959543,21.7814299,2.661254087,10.73446234,11.77551564,34.37325715
19B170.12.32,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003618257,0.003435015,0.000711861,162.5504766,1.440745246,,,,,,,,,,12.65480397,21.33906471,2.821626258,13.41666826,16.87467073,33.85752912
19B170.12.11,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.005444175,0.005068148,0.001063137,171.3574492,1.571112794,,,,,,,,,,10.07199893,16.72114315,2.577620754,13.28769354,15.84313368,27.35537083
19B170.12.12,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002931521,0.00257773,0.000657555,76.82156184,1.702734755,,,,,,,,,,12.81013713,25.32797383,2.960398354,8.751522954,11.15395618,33.38261237
19B170.12.21,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003181797,0.002713049,0.00066071,77.68658009,1.736373464,,,,,,,,,,9.601734611,16.55426596,3.65257754,7.943099702,9.708915704,25.00035603
19B170.12.22,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003506371,0.003148408,0.000652669,113.6767371,1.862913452,,,,,,,,,,11.46518194,23.32958117,3.129564933,10.85574233,13.51214268,36.78986348
19B170.12.31,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.004166814,0.003753369,0.001034767,103.6570249,1.562957245,,,,,,,,,,11.47268823,21.89013358,2.495178101,10.78082098,11.77021249,34.39368761
19B170.12.32,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003625861,0.003445728,0.000723318,153.2411356,1.437601096,,,,,,,,,,12.79952949,21.26684166,2.897497585,13.47775628,17.0157518,34.77952363
19B176.04.11,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001790182,0.004876473,0.006144545,285.1771318,3.744449387,,,,,,,,,,2.340692637,3.48947695,4.337251324,4.409771657,4.520638483,8.437861535
19B176.04.12,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001836177,0.005047079,0.00602499,302.8496032,3.657284727,,,,,,,,,,2.263250339,3.17212597,3.502502606,4.708305467,4.952252563,9.449841511
19B176.04.21,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001792464,0.004799172,0.004435652,153.7429547,2.141014477,,,,,,,,,,2.191556659,3.816513736,4.029490107,4.538243824,4.287400896,6.206414314
19B176.04.22,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001842632,0.004435271,0.003547398,138.6673532,2.153637411,,,,,,,,,,1.849913634,3.285558489,4.945474239,4.043594368,4.189970321,5.031194926
19B176.04.31,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001852422,0.005306538,0.006380798,259.9538958,3.45710344,,,,,,,,,,1.924088722,3.000070927,3.698080469,5.558404402,5.597716519,9.412175422
19B176.04.32,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001735417,0.004680528,0.004911892,258.9155253,3.427044358,,,,,,,,,,2.104256003,3.705475909,4.000286612,5.208224721,5.276942739,9.376860761
19B176.04.11,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001768655,0.004838114,0.006134921,297.1289877,3.720950495,,,,,,,,,,2.321942167,3.505848843,4.326167816,4.412513601,4.531668767,8.482819341
19B176.04.12,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001818997,0.005007175,0.006013743,326.4724749,3.653188219,,,,,,,,,,2.312562705,3.193281664,3.534692774,4.70407365,4.944204645,9.507768846
19B176.04.21,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001770393,0.004774117,0.004437509,162.448045,2.142340741,,,,,,,,,,2.246220344,3.766847043,4.00662219,4.5461314,4.282582986,6.211297969
19B176.04.22,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001831713,0.004419842,0.003545966,115.3826687,2.142117963,,,,,,,,,,1.858214533,3.314342401,4.911564133,4.058444975,4.184139076,5.02835004
19B176.04.31,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.00183725,0.005281459,0.006381236,286.3202208,3.452246189,,,,,,,,,,2.047050253,2.951334112,3.69809536,5.542682265,5.60123721,9.43033805
19B176.04.32,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001726041,0.004666085,0.004901349,268.9701615,3.422893998,,,,,,,,,,2.110710987,3.693600461,3.975649617,5.216143789,5.306991042,9.416388396
19B176.04.11,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001794348,0.004884418,0.006146001,292.4152131,3.725770475,,,,,,,,,,2.317340828,3.494795934,4.323177732,4.389435647,4.522765617,8.561669177
19B176.04.12,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001835795,0.005036395,0.006012937,308.3494516,3.650464256,,,,,,,,,,2.329379477,3.237599855,3.560994874,4.684720197,4.952451528,9.586781674
19B176.04.21,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001795952,0.004806353,0.004429212,167.7770462,2.134235143,,,,,,,,,,2.192860435,3.836235219,4.036223097,4.518037112,4.271886168,6.217856626
19B176.04.22,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001849188,0.00443552,0.003541202,120.5132001,2.147165383,,,,,,,,,,1.853466163,3.284503887,4.952894049,4.026181081,4.194493834,5.063033074
19B176.04.31,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001859725,0.005315829,0.00638096,283.3954465,3.452420158,,,,,,,,,,1.962360453,3.027310715,3.712664032,5.521890816,5.601355,9.502568701
19B176.04.32,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.001745632,0.004689457,0.004902571,259.4332757,3.420555272,,,,,,,,,,2.122850991,3.708271705,3.986789214,5.201582293,5.282341987,9.467021857
19B251.13.11,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.005146072,0.005167307,0.001459877,140.385485,1.907490916,,,,,,,,,,8.32083375,15.61614715,2.21888128,12.64121657,15.39649077,30.75915408
19B251.13.12,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.00460614,0.0046611,0.000980687,215.6236637,1.341929202,,,,,,,,,,12.30125015,21.68232109,2.777464544,18.5799421,23.12390285,41.36996282
19B251.13.21,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003969002,0.003909774,0.00089152,150.8274073,1.468042441,,,,,,,,,,9.191309651,15.66582178,2.799510119,12.47904063,13.00645859,27.84522238
19B251.13.22,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003044743,0.002745918,0.000661288,97.21646446,1.893783468,,,,,,,,,,12.77664007,27.09488348,5.164838382,11.49716206,12.23979498,36.5755224
19B251.13.31,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.004144779,0.004093222,0.00121259,135.9357151,1.98522003,,,,,,,,,,9.914976818,21.15796863,2.88733583,11.99608344,14.07118488,41.80677494
19B251.13.32,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003642188,0.003869225,0.000867009,166.596295,1.441042013,,,,,,,,,,12.60464962,20.72462052,2.457812212,13.23108985,21.53560918,44.19392535
19B251.13.11,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.005145045,0.005166072,0.001477602,248.739214,1.909978023,,,,,,,,,,8.460079989,15.57946501,2.252182412,12.83264748,15.63775125,31.07223192
19B251.13.12,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.004611342,0.004669901,0.000991347,210.1032539,1.341401267,,,,,,,,,,12.63808424,21.63307535,2.681916277,18.84628771,23.3496524,42.04689567
19B251.13.21,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003968047,0.003904945,0.000896831,149.4440086,1.468242597,,,,,,,,,,9.183763657,15.70322303,2.77321428,12.58915177,13.01100807,28.32312735
19B251.13.22,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.00304591,0.002747243,0.000664787,104.2796112,1.893203539,,,,,,,,,,12.81591326,27.38308702,5.683166349,11.57867777,12.3774967,38.08869202
19B251.13.31,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.004141645,0.004093043,0.001220996,157.8471989,1.982244892,,,,,,,,,,9.968031833,21.07797884,2.951001818,12.16193531,14.08500906,42.44156093
19B251.13.32,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003644203,0.003867773,0.000870054,141.3299388,1.445649068,,,,,,,,,,12.47504352,20.87302574,2.434499881,13.15969948,21.69562843,45.06534195
19B251.13.11,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.005142481,0.005156163,0.001472196,222.4465649,1.911596278,,,,,,,,,,8.328617727,15.78982978,2.332330526,12.92719176,15.71960804,31.38400039
19B251.13.12,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.004579826,0.004622231,0.000973889,228.0984444,1.341216827,,,,,,,,,,12.67218038,21.72391428,2.763541551,19.16866598,23.18696816,42.88893904
19B251.13.21,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003969721,0.003909999,0.000900737,149.2827489,1.465149657,,,,,,,,,,9.3050439,15.71403772,2.515059984,12.39049338,13.08164418,28.80121
19B251.13.22,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003033644,0.0027294,0.000660433,116.179251,1.898996494,,,,,,,,,,12.73533634,26.98585689,6.721548285,11.55855348,12.41958795,38.54631448
19B251.13.31,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.004155302,0.004118953,0.001239889,159.4667269,1.988247616,,,,,,,,,,10.15526183,21.2140444,2.858048671,12.13907951,14.20267313,44.20741323
19B251.13.32,3,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003635348,0.003864402,0.000877871,156.5082044,1.436313838,,,,,,,,,,12.69249825,21.24188678,2.350075542,13.23003057,21.52265243,45.32208699
19B301.06.11,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002861279,0.006323335,0.005788045,322.7887918,3.229656679,,,,,,,,,,1.94619012,3.487329881,5.109699625,7.795559464,7.331416389,8.172558581
19B301.06.12,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002872696,0.006474418,0.00599028,325.5718172,3.519834224,,,,,,,,,,2.097352128,3.533889585,4.885126127,7.852501444,7.124227017,9.231131439
19B301.06.21,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002829835,0.006162782,0.005238741,349.2497521,3.055850884,,,,,,,,,,1.802977969,2.811443173,4.162436054,6.242800766,5.913927222,6.691830189
19B301.06.22,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002862263,0.006709786,0.005952386,259.8052705,2.462793369,,,,,,,,,,1.980086418,3.686308619,5.510028989,6.995780374,6.500631284,7.264820352
19B301.06.31,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002717637,0.00612224,0.005502842,405.1269368,3.273064646,,,,,,,,,,1.928803289,3.217646729,4.499251347,6.531299811,6.561504743,8.462295982
19B301.06.32,1,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.003011251,0.0069722,0.006796892,338.206784,2.379841655,,,,,,,,,,2.154235361,3.607609735,5.660229187,6.977182395,6.576794167,9.220561478
19B301.06.11,2,AM,AE,"changealignment_Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002907897,0.006406323,0.005796314,289.3560218,3.254404046,,,,,,,,,,2.030111723,3.54161481,5.183822504,7.812954681,7.393406895,8.263621323
